symbol,name,reportDate,fiscalDateEnding,estimate,currency
ARAV,Aravive Inc,2023-11-08,2023-09-30,-0.1,USD
ARAY,Accuray Inc,2023-11-07,2023-09-30,-0.05,USD
ARAY,Accuray Inc,2024-01-30,2023-12-31,-0.015,USD
ARBE,Arbe Robotics Ltd,2023-11-08,2023-10-31,-0.1675,USD
ARBG,ARBG,2023-11-07,2023-09-30,,USD
ARBTF,ARBTF,2023-11-27,2023-09-30,,USD
ARCB,ArcBest Corp,2024-02-01,2023-12-31,2.26,USD
ARCE,Arco Platform Ltd - Class A,2023-11-29,2023-09-30,-0.16,BRL
ARCO,Arcos Dorados Holdings Inc - Class A,2023-11-16,2023-09-30,0.22,USD
ARCT,Arcturus Therapeutics Holdings Inc,2023-11-14,2023-09-30,-1.69,USD
ARCW,ARCW,2023-11-14,2023-09-30,0,USD
ARDS,ARDS,2023-11-20,2023-09-30,-0.1,USD
ARE,Alexandria Real Estate Equities Inc,2024-01-29,2023-12-31,0.29,USD
AREB,American Rebel Holdings Inc,2023-11-13,2023-09-30,,USD
AREC,American Resources Corporation - Class A,2023-11-13,2023-09-30,-0.14,USD
AREN,Arena Group Holdings Inc (The),2023-11-07,2023-09-30,-0.38,USD
ARET,ARET,2023-11-21,2023-09-30,0,USD
ARGC,ARGC,2023-12-15,2023-10-31,,USD
ARGO,Argo Group International Holdings Ltd,2023-11-06,2023-09-30,0.51,USD
ARGTF,ARGTF,2023-11-06,2023-09-30,,CAD
ARHTF,ARHTF,2023-11-06,2023-09-30,,CAD
ARKAY,ARKAY,2023-11-09,2023-09-30,2.54,EUR
ARKO,ARKO Corp - Class A,2023-11-06,2023-09-30,0.13,USD
ARKR,Ark Restaurants Corp,2023-12-18,2023-09-30,,USD
ARL,American Realty Investors Inc,2023-11-08,2023-09-30,,USD
ARLO,Arlo Technologies Inc,2023-11-09,2023-09-30,0.07,USD
ARLP,Alliance Resource Partners LP,2024-01-29,2023-12-31,1.22,USD
ARM,Arm Holdings plc.,2023-11-29,2023-09-30,0,USD
ARMK,Aramark,2023-11-14,2023-09-30,0.64,USD
ARMN,Aris Mining Corp,2023-11-08,2023-09-30,,USD
ARMP,Armata Pharmaceuticals Inc,2023-11-07,2023-09-30,-0.31,USD
ARNGF,ARNGF,2023-11-14,2023-09-30,0.0006,USD
AROW,Arrow Financial Corp,2024-01-29,2023-12-31,0.49,USD
ARQQ,Arqit Quantum Inc,2023-12-12,2023-09-30,,USD
ARQT,Arcutis Biotherapeutics Inc,2023-11-03,2023-09-30,-0.86,USD
ARRY,Array Technologies Inc,2023-11-07,2023-09-30,0.133,USD
ARTH,ARTH,2023-12-25,2023-09-30,,USD
ARTL,Artelo Biosciences Inc,2023-11-06,2023-08-31,-0.65,USD
ARVN,Arvinas Inc,2023-11-06,2023-09-30,-1.58,USD
ARW,Arrow Electronics Inc,2024-01-31,2023-12-31,3.71,USD
ARWR,Arrowhead Pharmaceuticals Inc,2023-11-27,2023-09-30,-0.6,USD
ARYX,ARYX,2023-11-13,2023-09-30,0,USD
ARZGY,ARZGY,2023-11-17,2023-09-30,0.3003,EUR
ASAN,Asana Inc - Class A,2023-12-05,2023-10-31,-0.11,USD
ASAP,Waitr Holdings Inc,2023-11-07,2023-09-30,,USD
ASAPF,ASAPF,2023-11-20,2023-09-30,,USD
ASB,Associated Banc-Corp,2024-01-24,2023-12-31,0.49,USD
ASBFY,ASBFY,2023-11-07,2023-08-31,0,GBP
ASBFY,ASBFY,2024-01-11,2023-11-30,0,GBP
ASC,Ardmore Shipping Corp,2023-11-07,2023-09-30,0.44,USD
ASDZF,ASDZF,2023-11-28,2023-09-30,,CAD
ASFT,ASFT,2023-11-14,2023-09-30,,USD
ASGOF,ASGOF,2023-12-19,2023-10-31,,CAD
ASGTF,ASGTF,2023-11-09,2023-09-30,,CAD
ASH,Ashland Inc,2023-11-06,2023-09-30,0.85,USD
ASH,Ashland Inc,2024-01-29,2023-12-31,0.9568,USD
ASHTY,ASHTY,2023-12-05,2023-10-31,5.2,USD
ASHXF,ASHXF,2023-11-21,2023-10-31,,CAD
ASIX,AdvanSix Inc,2023-11-03,2023-09-30,-0.04,USD
ASLE,AerSale Corp,2023-11-08,2023-09-30,0.21,USD
ASM,Avino Silver & Gold Mines Ltd,2023-11-07,2023-09-30,0.01,USD
ASMB,Assembly Biosciences Inc,2023-11-06,2023-09-30,-0.23,USD
ASML,ASML Holding NV,2024-01-24,2023-12-31,5.07,USD
ASND,Ascendis Pharma A/S,2023-11-07,2023-09-30,-2.53,EUR
ASO,Academy Sports and Outdoors Inc,2023-12-05,2023-10-31,1.64,USD
ASOMY,ASOMY,2024-01-11,2023-11-30,0,USD
ASOZY,ASOZY,2023-11-23,2023-09-30,0,PLN
ASPCF,ASPCF,2023-11-13,2023-09-30,,USD
ASPCQ,ASPCQ,2023-11-13,2023-09-30,,USD
ASPU,ASPU,2023-12-11,2023-10-31,-0.07,USD
ASRE,ASRE,2023-12-12,2023-11-30,,USD
ASRT,Assertio Holdings Inc,2023-11-06,2023-09-30,0.11,USD
ASRV,Ameriserv Financial Inc,2024-01-22,2023-12-31,,USD
ASTC,Astrotech Corp,2023-11-08,2023-09-30,,USD
ASTI,Ascent Solar Technologies Inc,2023-11-06,2023-09-30,,USD
ASTR,Astra Space Inc - Class A,2023-11-13,2023-09-30,,USD
ASTS,AST SpaceMobile Inc - Class A,2023-11-14,2023-09-30,-0.21,USD
ASUR,Asure Software Inc,2023-11-13,2023-09-30,0.06,USD
ASX,ASE Technology Holding Co.Ltd,2024-01-31,2023-12-31,0.1615,TWD
ASXC,Asensus Surgical Inc,2023-11-08,2023-09-30,-0.07,USD
ASYS,Amtech Systems Inc,2023-11-28,2023-09-30,0.05,USD
ATAI,ATAI Life Sciences N.V.,2023-11-08,2023-09-30,-0.2,USD
ATAO,ATAO,2023-11-10,2023-09-30,,USD
ATBHF,ATBHF,2023-11-29,2023-09-30,,USD
ATBPF,ATBPF,2023-11-13,2023-09-30,-0.09,CAD
ATCMF,ATCMF,2024-01-22,2023-12-31,,USD
ATCV,ATCV,2023-11-29,2023-09-30,0,USD
ATDS,ATDS,2023-11-15,2023-09-30,0,USD
ATDSD,ATDSD,2023-11-15,2023-09-30,0,USD
ATEC,Alphatec Holdings Inc,2023-11-06,2023-09-30,-0.28,USD
ATER,Aterian Inc,2023-11-08,2023-09-30,-0.13,USD
ATEYY,ATEYY,2024-01-30,2023-12-31,0.2044,JPY
ATGE,Adtalem Global Education Inc,2024-01-31,2023-12-31,0.98,USD
ATGN,ATGN,2023-12-13,2023-09-30,,USD
ATGN,ATGN,2024-01-29,2023-12-31,,USD
ATGSY,ATGSY,2023-11-09,2023-09-30,0,EUR
ATHA,Athira Pharma Inc,2023-11-08,2023-09-30,-0.81,USD
ATHX,ATHX,2023-11-13,2023-09-30,-0.21,USD
ATI,ATI Inc,2024-01-31,2023-12-31,0.6256,USD
ATIF,ATIF Holdings Ltd,2023-11-06,2023-10-31,,USD
ATIP,ATI Physical Therapy Inc - Class A,2023-11-06,2023-09-30,-4.79,USD
ATIXF,ATIXF,2023-11-21,2023-09-30,,CAD
ATKR,Atkore Inc,2023-11-17,2023-09-30,4.08,USD
ATKR,Atkore Inc,2024-01-30,2023-12-31,3.82,USD
ATLC,Atlanticus Holdings Corp,2023-11-06,2023-09-30,1.01,USD
ATLCY,ATLCY,2024-01-25,2023-12-31,0.1373,SEK
ATLKY,ATLKY,2024-01-25,2023-12-31,0.1373,SEK
ATLO,Ames National Corp,2024-01-22,2023-12-31,,USD
ATLYD,ATLYD,2023-11-27,2023-09-30,,CAD
ATLYF,ATLYF,2023-11-27,2023-09-30,,CAD
ATMS,ATMS,2023-11-13,2023-09-30,,USD
ATMU,Atmus Filtration Technologies Inc,2023-11-03,2023-09-30,0.45,USD
ATNF,180 Life Sciences Corp,2023-11-08,2023-09-30,,USD
ATNM,Actinium Pharmaceuticals Inc,2023-11-14,2023-09-30,-0.51,USD
ATO,Atmos Energy Corp,2023-11-08,2023-09-30,0.72,USD
ATONY,ATONY,2023-11-29,2023-09-30,0,CNY
ATOS,Atossa Therapeutics Inc,2023-11-06,2023-09-30,-0.07,USD
ATRI,Atrion Corp,2023-11-06,2023-09-30,,USD
ATRO,Astronics Corp,2023-11-08,2023-09-30,0.04,USD
ATROB,ATROB,2023-11-06,2023-09-30,0.04,USD
ATRWF,ATRWF,2023-11-06,2023-09-30,,USD
ATS,ATS Corporation.,2023-11-08,2023-09-30,,CAD
ATSAF,ATSAF,2023-11-07,2023-09-30,,CAD
ATSG,Air Transport Services Group Inc,2023-11-06,2023-09-30,0.49,USD
ATTO,ATTO,2023-11-13,2023-09-30,,USD
ATTOF,ATTOF,2023-11-13,2023-09-30,,USD
ATUSF,ATUSF,2023-11-08,2023-09-30,,CAD
ATUUF,ATUUF,2023-11-13,2023-09-30,,CAD
ATVI,Activision Blizzard Inc,2023-11-06,2023-09-30,0.96,USD
ATXG,Addentax Group Corp,2023-11-14,2023-09-30,,USD
ATXS,Astria Therapeutics Inc,2023-11-13,2023-09-30,-0.49,USD
ATY,ATY,2023-11-08,2023-09-30,,CAD
ATZAF,ATZAF,2024-01-09,2023-11-30,,CAD
AU,AngloGold Ashanti Ltd,2023-11-09,2023-09-30,0.42,USD
AUB,Atlantic Union Bankshares Corp,2024-01-22,2023-12-31,0.75,USD
AUBN,Auburn National Bancorp Inc,2024-01-29,2023-12-31,,USD
AUCUF,AUCUF,2024-01-29,2023-12-31,,CAD
AUD,AUD,2023-11-06,2023-09-30,,USD
AUDA,AUDA,2023-11-06,2023-09-30,-4.61,USD
AUDAD,AUDAD,2023-11-06,2023-09-30,-3.15,USD
AUGG,AUGG,2023-11-07,2023-09-30,0,USD
AUGX,Augmedix Inc,2023-11-06,2023-09-30,-0.12,USD
AUID,authID Inc,2023-11-08,2023-09-30,,USD
AUKNY,AUKNY,2023-11-29,2023-09-30,0,NZD
AULT,Ault Alliance Inc,2023-11-20,2023-09-30,,USD
AUMN,Golden Minerals Company,2023-11-08,2023-09-30,-0.5,USD
AUNFF,AUNFF,2023-11-21,2023-09-30,0,USD
AURWF,AURWF,2023-11-20,2023-08-31,,CAD
AUSI,AUSI,2024-01-13,2023-11-30,,USD
AUUD,Auddia Inc,2023-11-29,2023-09-30,-0.19,USD
AUVI,Applied UV Inc,2023-11-13,2023-09-30,,USD
AVAH,Aveanna Healthcare Holdings Inc,2023-11-09,2023-09-30,-0.03,USD
AVAL,Grupo Aval Acciones y Valores S.A.,2023-11-15,2023-09-30,0.1269,COP
AVAV,AeroVironment Inc,2023-12-04,2023-10-31,0.6,USD
AVBH,AVBH,2024-01-29,2023-12-31,0.6133,USD
AVCNF,AVCNF,2023-11-14,2023-09-30,,CAD
AVCRF,AVCRF,2023-11-27,2023-09-30,,CAD
AVCVF,AVCVF,2023-11-20,2023-09-30,,CAD
AVD,American Vanguard Corp,2023-11-08,2023-09-30,0.14,USD
AVDL,Avadel Pharmaceuticals plc,2023-11-08,2023-09-30,-0.37,USD
AVDX,AvidXchange Holdings Inc,2023-11-08,2023-09-30,-0.02,USD
AVEO,AVEO,2023-11-06,2023-09-30,,USD
AVGO,Broadcom Inc,2023-12-06,2023-10-31,10.36,USD
AVHNY,AVHNY,2023-11-23,2023-09-30,0,EUR
AVID,Avid Technology Inc,2023-11-06,2023-09-30,0.53,USD
AVIR,Atea Pharmaceuticals Inc,2023-11-08,2023-09-30,-0.48,USD
AVNW,Aviat Networks Inc,2024-01-30,2023-12-31,0.9817,USD
AVO,Mission Produce Inc,2023-12-20,2023-10-31,0.17,USD
AVPT,AvePoint Inc - Class A,2023-11-09,2023-09-30,0.02,USD
AVRO,AvroBio Inc,2023-11-06,2023-09-30,-0.28,USD
AVRW,AVRW,2023-11-21,2023-09-30,,USD
AVT,Avnet Inc,2024-01-30,2023-12-31,1.37,USD
AVTE,Aerovate Therapeutics Inc,2023-11-13,2023-09-30,-0.69,USD
AVTI,AVTI,2023-11-29,2023-09-30,0,USD
AVTR,Avantor Inc,2024-02-01,2023-12-31,0.22,USD
AVTX,Avalo Therapeutics Inc,2023-11-06,2023-09-30,-1.1,USD
AVVIY,AVVIY,2023-11-15,2023-09-30,0,GBP
AVXL,Anavex Life Sciences Corporation,2023-11-27,2023-09-30,-0.15,USD
AVXT,AVXT,2023-11-15,2023-09-30,0,USD
AVY,Avery Dennison Corp,2024-01-31,2023-12-31,2.17,USD
AWH,Aspira Women`s Health Inc,2023-11-13,2023-09-30,-0.51,USD
AWLCF,AWLCF,2023-11-14,2023-09-30,0,USD
AWLIF,AWLIF,2023-11-03,2023-10-31,,CAD
AWR,American States Water Company,2023-11-06,2023-09-30,0.83,USD
AWX,Avalon Holdings Corp - Class A,2023-11-08,2023-09-30,,USD
AX,Axos Financial Inc,2024-01-24,2023-12-31,1.41,USD
AXAS,AXAS,2023-11-13,2023-09-30,,USD
AXDX,Accelerate Diagnostics Inc,2023-11-09,2023-09-30,-1.07,USD
AXFOY,AXFOY,2024-02-01,2023-12-31,0.2246,SEK
AXGN,Axogen Inc,2023-11-07,2023-09-30,-0.06,USD
AXIM,AXIM,2023-11-15,2023-09-30,,USD
AXL,American Axle & Manufacturing Holdings Inc,2023-11-03,2023-09-30,-0.01,USD
AXON,Axon Enterprise Inc,2023-11-07,2023-09-30,0.76,USD
AXP,American Express Company,2024-01-25,2023-12-31,2.65,USD
AXR,AMREP Corp,2023-12-11,2023-10-31,,USD
AXREF,AXREF,2023-11-29,2023-09-30,,CAD
AXS,Axis Capital Holdings Ltd,2024-01-23,2023-12-31,2.18,USD
AXSM,Axsome Therapeutics Inc,2023-11-06,2023-09-30,-1.2,USD
AXTA,Axalta Coating Systems Ltd,2024-01-23,2023-12-31,0.379,USD
AY,Atlantica Sustainable Infrastructure Plc,2023-11-08,2023-09-30,0.1,USD
AYALY,AYALY,2023-11-14,2023-09-30,0.3124,PHP
AYASF,AYASF,2023-11-14,2023-09-30,,USD
AYI,Acuity Brands Inc,2024-01-08,2023-11-30,3.18,USD
AYRWF,AYRWF,2023-11-16,2023-09-30,-0.31,CAD
AYTU,Aytu BioPharma Inc,2023-11-13,2023-09-30,-0.04,USD
AYX,Alteryx Inc - Class A,2023-11-06,2023-09-30,-0.05,USD
AZ,A2Z Smart Technologies Corp,2023-12-04,2023-09-30,-0.2,USD
AZEK,AZEK Company Inc - Class A,2023-11-28,2023-09-30,0.29,USD
AZMCF,AZMCF,2023-11-27,2023-09-30,,CAD
AZN,Astrazeneca plc,2023-11-09,2023-09-30,0.8551,USD
AZNCF,AZNCF,2023-11-09,2023-09-30,1.71,USD
AZO,Autozone Inc,2023-12-04,2023-11-30,31.18,USD
AZPN,Aspen Technology Inc,2023-11-06,2023-09-30,1.44,USD
AZPN,Aspen Technology Inc,2024-01-24,2023-12-31,1.51,USD
AZRE,AZRE,2023-12-11,2023-09-30,0.1321,INR
AZTA,Azenta Inc,2023-11-13,2023-09-30,0.02,USD
AZUL,Azul S.A.,2023-11-14,2023-09-30,-0.16,BRL
AZURF,AZURF,2024-01-25,2023-12-31,,CAD
AZYO,AZYO,2023-11-13,2023-09-30,-0.56,USD
AZZ,AZZ Inc,2024-01-08,2023-11-30,1.01,USD
AZZTF,AZZTF,2023-11-27,2023-09-30,,CAD
BA,Boeing Company,2024-01-23,2023-12-31,-0.7,USD
BABA,Alibaba Group Holding Ltd,2023-11-15,2023-09-30,2.11,CNY
BABYF,BABYF,2023-11-13,2023-09-30,,CAD
BAC,Bank Of America Corp,2024-01-12,2023-12-31,0.72,USD
BACK,IMAC Holdings Inc,2023-11-06,2023-09-30,-0.6,USD
BAESY,BAESY,2023-11-29,2023-09-30,0,GBP
BAH,Booz Allen Hamilton Holding Corp - Class A,2024-01-25,2023-12-31,1.14,USD
BAK,Braskem S.A.,2023-11-08,2023-09-30,-0.4405,USD
BALL,Ball Corp,2024-01-31,2023-12-31,0.8781,USD
BAM,Brookfield Asset Management Ltd - Class A,2023-11-08,2023-09-30,,USD
BANC,Banc of California Inc,2024-01-17,2023-12-31,0.07,USD
BANF,Bancfirst Corp,2024-01-17,2023-12-31,1.44,USD
BANR,Banner Corp,2024-01-17,2023-12-31,1.3,USD
BARK,BARK Inc - Class A,2023-11-08,2023-09-30,-0.03,USD
BASE,Couchbase Inc,2023-12-04,2023-10-31,-0.18,USD
BATL,Battalion Oil Corp (New),2023-11-13,2023-09-30,-0.23,USD
BATRA,Atlanta Braves Holdings Inc - Class A,2023-11-03,2023-09-30,0.3333,USD
BATRK,Atlanta Braves Holdings Inc - Class C,2023-11-03,2023-09-30,0.3333,USD
BATXF,BATXF,2023-11-22,2023-09-30,,CAD
BAYRY,BAYRY,2023-11-08,2023-09-30,0.2201,EUR
BB,BlackBerry Ltd,2023-12-18,2023-11-30,-0.03,USD
BBAI,BigBear.ai Inc,2023-11-07,2023-09-30,-0.07,USD
BBAL,BBAL,2023-11-20,2023-09-30,0,USD
BBAR,BBVA Argentina,2023-11-21,2023-09-30,0.41,ARS
BBBMF,BBBMF,2023-12-04,2023-11-30,,CAD
BBBT,BBBT,2023-11-06,2023-09-30,,USD
BBBXF,BBBXF,2024-01-24,2023-12-31,,CAD
BBBY,BBBY,2024-01-08,2023-11-30,,USD
BBBYQ,BBBYQ,2024-01-08,2023-11-30,-1.81,USD
BBCP,Concrete Pumping Holdings Inc - Class A,2024-01-10,2023-12-31,0.1789,USD
BBD,Banco Bradesco S.A.,2023-11-09,2023-09-30,0.0909,BRL
BBD,Banco Bradesco S.A.,2024-02-01,2023-12-31,0.1042,BRL
BBDC,Barings BDC Inc,2023-11-09,2023-09-30,0.32,USD
BBI,BBI,2023-11-16,2023-09-30,-0.6,USD
BBKCF,BBKCF,2023-11-27,2023-09-30,-0.0037,CAD
BBLG,Bone Biologics Corp,2023-11-06,2023-09-30,-3.04,USD
BBLN,BBLN,2023-11-08,2023-09-30,-1.86,USD
BBLNF,BBLNF,2023-11-08,2023-09-30,-1.86,USD
BBLR,BBLR,2023-11-06,2023-10-31,,GBP
BBRRF,BBRRF,2023-11-27,2023-09-30,,CAD
BBSEY,BBSEY,2023-11-06,2023-09-30,0.1958,BRL
BBSRF,BBSRF,2023-11-13,2023-09-30,,USD
BBTVF,BBTVF,2023-11-13,2023-09-30,,CAD
BBU,Brookfield Business Partners L.P.,2023-11-03,2023-09-30,-0.46,USD
BBVA,Banco Bilbao Vizcaya Argentaria.,2024-01-30,2023-12-31,0.335,EUR
BBW,Build A Bear Workshop Inc,2023-11-27,2023-10-31,0.51,USD
BBWI,Bath & Body Works Inc,2023-11-14,2023-10-31,0.35,USD
BBXIA,BBXIA,2023-11-08,2023-09-30,,USD
BBY,Best Buy Co. Inc,2023-11-21,2023-10-31,1.19,USD
BC,Brunswick Corp,2024-01-31,2023-12-31,1.67,USD
BCAB,BioAtla Inc,2023-11-07,2023-09-30,-0.8,USD
BCAL,Southern Calif Bancorp,2024-01-24,2023-12-31,0.36,USD
BCBP,BCB Bancorp Inc (NJ),2024-01-24,2023-12-31,0.37,USD
BCCEF,BCCEF,2023-11-24,2023-09-30,,CAD
BCDA,BioCardia Inc,2023-11-07,2023-09-30,-0.12,USD
BCEKF,BCEKF,2023-11-27,2023-09-30,0.015,USD
BCEL,Atreca Inc - Class A,2023-11-08,2023-09-30,-0.38,USD
BCH,Banco de Chile,2024-01-29,2023-12-31,0.591,CLP
BCKMF,BCKMF,2023-12-11,2023-10-31,,CAD
BCLI,Brainstorm Cell Therapeutics Inc,2023-11-13,2023-09-30,-0.14,USD
BCML,BayCom Corp,2024-01-24,2023-12-31,0.57,USD
BCO,Brink`s Company,2023-11-07,2023-09-30,1.79,USD
BCOW,1895 Bancorp of Wisconsin Inc,2023-11-06,2023-09-30,,USD
BCRD,BCRD,2023-11-06,2023-09-30,,USD
BCSF,Bain Capital Specialty Finance Inc,2023-11-06,2023-09-30,0.54,USD
BCTX,BriaCell Therapeutics Corp - New,2023-12-18,2023-10-31,-0.18,USD
BCV,Bancroft Fund Ltd,2023-12-26,2023-10-31,0,USD
BDCO,BDCO,2023-11-15,2023-09-30,0,USD
BDL,Flanigan`s Enterprises Inc,2023-12-27,2023-09-30,0,USD
BDL,Flanigan`s Enterprises Inc,2024-01-15,2023-12-31,,USD
BDN,Brandywine Realty Trust,2024-01-30,2023-12-31,-0.06,USD
BDORY,BDORY,2023-11-08,2023-09-30,0.6266,BRL
BDSX,Biodesix Inc,2023-11-07,2023-09-30,-0.15,USD
BDTX,Black Diamond Therapeutics Inc,2023-11-06,2023-09-30,-0.49,USD
BDX,Becton Dickinson & Company,2023-11-09,2023-09-30,3.43,USD
BDX,Becton Dickinson & Company,2024-01-31,2023-12-31,3.09,USD
BE,Bloom Energy Corp - Class A,2023-11-08,2023-09-30,-0.04,USD
BEAM,Beam Therapeutics Inc,2023-11-06,2023-09-30,-1.35,USD
BEAT,HeartBeam Inc,2023-11-14,2023-09-30,-0.13,USD
BEBE,BEBE,2023-11-03,2023-10-31,0,USD
BEDU,Bright Scholar Education Holdings Ltd,2024-01-18,2023-11-30,0,USD
BEEM,Beam Global,2023-11-08,2023-09-30,-0.32,USD
BEGI,BEGI,2023-11-21,2023-09-30,,USD
BEKAY,BEKAY,2023-11-17,2023-09-30,0,EUR
BEKE,KE Holdings Inc,2023-11-08,2023-09-30,0.12,CNY
BEN,Franklin Resources Inc,2024-01-29,2023-12-31,0.56,USD
BEP,Brookfield Renewable Partners LP,2023-11-03,2023-09-30,-0.0038,USD
BEPC,Brookfield Renewable Corporation - Class A - Class A (Sub Voting),2023-11-03,2023-09-30,-0.12,USD
BEPC,Brookfield Renewable Corporation - Class A - Class A (Sub Voting),2024-02-01,2023-12-31,-0.1161,USD
BERY,Berry Global Group Inc,2023-11-16,2023-09-30,2.14,USD
BERY,Berry Global Group Inc,2024-01-31,2023-12-31,1.5,USD
BEST,BEST Inc,2023-11-14,2023-09-30,,CNY
BETRF,BETRF,2023-12-22,2023-10-31,,CAD
BEVVF,BEVVF,2024-01-29,2023-12-31,,CAD
BEWFF,BEWFF,2023-11-21,2023-09-30,,CAD
BF-A,Brown-Forman Corp - Class A,2023-12-06,2023-10-31,0.5103,USD
BF-B,Brown-Forman Corp - Class B,2023-12-05,2023-10-31,0.51,USD
BFC,Bank First Corp,2024-01-15,2023-12-31,1.45,USD
BFH,Bread Financial Holdings Inc,2024-01-24,2023-12-31,0.11,USD
BFI,BurgerFi International Inc,2023-11-14,2023-08-31,-0.23,USD
BFIN,Bankfinancial Corp,2024-01-25,2023-12-31,0.23,USD
BFLBY,BFLBY,2023-11-13,2023-09-30,0.1648,EUR
BFNH,BFNH,2023-11-17,2023-09-30,0,USD
BFRI,Biofrontera Inc,2023-11-13,2023-09-30,-4.26,USD
BFST,Business First Bancshares Inc,2024-01-23,2023-12-31,0.59,USD
BGAVF,BGAVF,2023-11-21,2023-10-31,,USD
BGFGF,BGFGF,2023-11-18,2023-10-31,,USD
BGI,Birks Group Inc - Class A,2023-11-16,2023-09-30,0,CAD
BGMD,BGMD,2023-11-14,2023-09-30,0,USD
BGNE,BeiGene Ltd,2023-11-14,2023-09-30,-3.39,USD
BGRY,BGRY,2023-11-13,2023-09-30,-0.11,USD
BGS,B&G Foods Inc,2023-11-08,2023-09-30,0.23,USD
BGSF,BGSF Inc,2023-11-08,2023-09-30,0.3,USD
BH,Biglari Holdings Inc - Class B,2023-11-03,2023-09-30,0,USD
BHB,Bar Harbor Bankshares Inc,2024-01-17,2023-12-31,0.66,USD
BHE,Benchmark Electronics Inc,2024-01-30,2023-12-31,0.57,USD
BHF,Brighthouse Financial Inc,2023-11-07,2023-09-30,3.92,USD
BHG,Bright Health Group Inc,2023-11-07,2023-09-30,-4.36,USD
BHIL,Benson Hill Inc,2023-11-09,2023-09-30,-0.18,USD
BHLB,Berkshire Hills Bancorp Inc,2024-01-24,2023-12-31,0.49,USD
BHR,Braemar Hotels & Resorts Inc,2023-11-08,2023-09-30,-0.34,USD
BHRB,Burke & Herbert Financial Services Corp,2024-01-25,2023-12-31,,USD
BHVN,Biohaven Ltd,2023-11-08,2023-09-30,-1.34,USD
BIAF,BioAffinity Technologies Inc,2023-11-13,2023-09-30,-0.15,USD
BIBLF,BIBLF,2023-12-12,2023-10-31,,USD
BICX,BICX,2023-11-13,2023-09-30,,USD
BIDU,Baidu Inc,2023-11-21,2023-09-30,2.29,CNY
BIEL,BIEL,2023-11-03,2023-09-30,,USD
BIG,Big Lots Inc,2023-11-29,2023-10-31,-4.66,USD
BIGC,BigCommerce Holdings Inc Series 1,2023-11-08,2023-09-30,-0.03,USD
BIIAF,BIIAF,2023-11-13,2023-09-30,,CAD
BIIB,Biogen Inc,2023-11-08,2023-09-30,3.99,USD
BILI,Bilibili Inc,2023-11-27,2023-09-30,-0.25,CNY
BILL,BILL Holdings Inc,2024-01-31,2023-12-31,0.4799,USD
BIOAF,BIOAF,2024-01-17,2023-11-30,,CAD
BIOC,BIOC,2023-11-20,2023-09-30,,USD
BIOCQ,BIOCQ,2023-11-20,2023-09-30,,USD
BIOF,BIOF,2023-11-07,2023-09-30,,USD
BIOIF,BIOIF,2023-11-29,2023-09-30,,CAD
BIOL,Biolase Inc,2023-11-08,2023-09-30,-1.85,USD
BIOQ,BIOQ,2024-01-18,2023-11-30,,USD
BIOR,Biora Therapeutics Inc,2023-11-13,2023-09-30,-0.92,USD
BIOX,Bioceres Crop Solutions Corp,2023-11-13,2023-09-30,0.06,USD
BIOYF,BIOYF,2023-11-14,2023-09-30,,CAD
BIP,Brookfield Infrastructure Partners L.P,2024-01-31,2023-12-31,0.1932,USD
BIPC,Brookfield Infrastructure Corp - Class A (Subordinate Share),2024-01-31,2023-12-31,,USD
BIRD,Allbirds Inc Class A,2023-11-08,2023-09-30,-0.22,USD
BIRDF,BIRDF,2023-11-07,2023-09-30,,CAD
BIREF,BIREF,2023-11-07,2023-09-30,,CAD
BIRMF,BIRMF,2023-11-13,2023-09-30,,CAD
BITF,Bitfarms Ltd,2023-11-07,2023-09-30,-0.04,USD
BJ,BJ`s Wholesale Club Holdings Inc,2023-11-17,2023-10-31,0.95,USD
BJDX,Bluejay Diagnostics Inc,2023-12-14,2023-09-30,-0.08,USD
BK,Bank Of New York Mellon Corp,2024-01-11,2023-12-31,1.14,USD
BKBEF,BKBEF,2023-11-07,2023-09-30,,CAD
BKCC,BlackRock Capital Investment Corp,2023-11-08,2023-09-30,0.12,USD
BKD,Brookdale Senior Living Inc,2023-11-06,2023-09-30,-0.21,USD
BKE,Buckle Inc,2023-11-16,2023-10-31,0.98,USD
BKHYY,BKHYY,2023-11-22,2023-09-30,0,ILS
BKKT,Bakkt Holdings Inc - Class A,2023-11-14,2023-09-30,-0.17,USD
BKLLD,BKLLD,2023-11-18,2023-09-30,,CAD
BKLLF,BKLLF,2023-11-18,2023-09-30,,CAD
BKNIY,BKNIY,2024-01-25,2023-12-31,0.2107,EUR
BKOR,BKOR,2024-01-31,2023-12-31,,USD
BKR,Baker Hughes Co - Class A,2024-01-22,2023-12-31,0.48,USD
BKRKY,BKRKY,2024-01-26,2023-12-31,0.2952,IDR
BKSC,BKSC,2024-01-10,2023-12-31,,USD
BKSY,BlackSky Technology Inc - Class A,2023-11-08,2023-09-30,-0.12,USD
BKTPF,BKTPF,2023-11-28,2023-10-31,,USD
BKU,BankUnited Inc,2024-01-17,2023-12-31,0.7,USD
BKUCF,BKUCF,2023-11-20,2023-09-30,,CAD
BKUH,BKUH,2023-11-05,2023-10-31,,USD
BLBD,Blue Bird Corp,2023-12-11,2023-09-30,0.48,USD
BLBX,Blackboxstocks Inc,2023-11-13,2023-09-30,-0.29,USD
BLCM,BLCM,2023-11-08,2023-09-30,-0.09,USD
